date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-7-1 14:00,5.090000153,2.947000027,2.451999903,1.350000024,2.559000015,1.432000041,19.55599976,39.95700073,13.31900024,38.57300186,11.41899967,1.289999962,0,26.79700089
2016-7-1 15:00,5.090000153,3.148000002,2.486999989,1.350000024,2.588999987,1.523000002,17.30500031,40.29199982,13.48700047,39.05599976,11.875,1.269000053,0,26.79700089
2016-7-1 16:00,4.21999979,2.411000013,1.70599997,0.782000005,2.618999958,1.491999984,19.48600006,40.87900162,13.56999969,39.45800018,11.84799957,1.493000031,0,26.79700089
2016-7-1 17:00,4.756000042,2.344000101,1.63499999,0.711000025,3.075999975,1.491999984,19.13400078,42.13499832,13.40299988,39.24399948,11.28499985,2.707999945,0,26.57749939
2016-7-1 18:00,5.625999928,2.880000114,2.523000002,1.207999945,3.075999975,1.491999984,20.68199921,42.72200012,13.98900032,39.37799835,11.60700035,2.707999945,0,26.57749939
2016-7-1 19:00,5.492000103,3.013999939,2.451999903,1.207999945,3.015000105,1.552999973,18.71199989,37.36100006,10.47099972,34.47200012,8.604999542,2.707999945,0,26.13750076
2016-7-1 20:00,5.357999802,3.013999939,2.451999903,1.207999945,2.862999916,1.523000002,17.86800003,41.13000107,12.64900017,37.76900101,10.40100002,2.707999945,0,26.13750076
2016-7-1 21:00,5.090000153,2.947000027,2.381000042,1.207999945,2.680000067,1.523000002,18.00900078,36.52299881,10.47099972,33.50699997,8.496999741,2.707999945,0,25.69849968
2016-7-1 22:00,4.822999954,2.947000027,2.203000069,1.172999978,2.618999958,1.523000002,18.00900078,36.10400009,10.38700008,34.12400055,9.006999969,2.707999945,0,25.91799927
2016-7-1 23:00,4.622000217,2.880000114,2.131999969,1.136999965,2.467000008,1.491999984,19.76799965,36.43899918,10.63899994,33.47999954,8.925999641,2.707999945,0,25.91799927
2016-7-2 00:00,5.223999977,3.08100009,2.700999975,1.315000057,2.437000036,1.523000002,21.10400009,35.60100174,11.47599983,33.69499969,9.890999794,1.534999967,0,25.91799927
2016-7-2 01:00,5.157000065,3.013999939,2.878000021,1.350000024,2.345000029,1.432000041,19.6970005,32.92100143,9.968000412,32.27399826,8.819000244,0,0,26.35750008
2016-7-2 02:00,5.157000065,3.148000002,2.878000021,1.491999984,2.28399992,1.432000041,20.04899979,31.32900047,9.550000191,30.34399986,8.496999741,0,0,26.13750076
2016-7-2 03:00,5.157000065,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,20.75200081,30.6590004,9.213999748,29.83499908,8.255999565,0,0,25.69849968
2016-7-2 04:00,4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,21.38500023,30.82699966,9.130999565,29.75399971,8.015000343,1.215000033,0,25.69849968
2016-7-2 05:00,5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,22.22999954,29.48600006,8.293000221,28.54800034,7.157000065,0,0,25.91799927
2016-7-2 06:00,5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,20.26000023,30.07299995,7.454999924,28.68199921,6.111999989,1.289999962,0,25.91799927
2016-7-2 07:00,5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,21.10400009,33.08800125,8.711999893,30.96100044,7.022999763,1.258000016,0,25.91799927
2016-7-2 08:00,5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,20.61199951,34.09400177,8.87899971,31.54999924,7.397999763,2.483999968,0,25.47850037
2016-7-2 09:00,5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,18.36100006,34.59600067,9.381999969,31.97900009,7.612999916,2.483999968,0,25.69799995
2016-7-2 10:00,9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,20.96299934,29.82099915,8.125,27.50300026,6.620999813,2.483999968,0,25.91799927
2016-7-2 11:00,11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,19.41600037,31.58099937,7.706999779,28.76300049,6.004000187,2.483999968,0,25.91799927
2016-7-2 12:00,9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,20.82299995,30.57500076,7.203999996,27.95800018,5.789999962,2.483999968,0,26.13750076
2016-7-2 13:00,10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,20.19000053,30.15600014,7.203999996,27.39500046,5.521999836,2.483999968,0,26.35750008
2016-7-2 14:00,8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,21.31500053,29.31900024,6.449999809,26.40399933,4.879000187,2.483999968,0,26.57749939
2016-7-2 15:00,10.44900036,5.157000065,6.965000153,2.451999903,2.772000074,1.735999942,22.0189991,30.90999985,7.454999924,27.8239994,5.736000061,2.483999968,0,27.45599937
2016-7-2 16:00,9.845999718,4.822999954,7.035999775,2.664999962,2.894000053,1.76699996,20.68199921,32.33399963,8.711999893,28.36000061,6.620999813,3.881000042,1.225999951,27.6760006
2016-7-2 17:00,9.913000107,4.822999954,6.894000053,2.415999889,3.229000092,1.735999942,25.4659996,32.16699982,7.706999779,28.36000061,5.736000061,3.763000011,0,28.1154995
2016-7-2 18:00,10.64999962,4.68900013,6.928999901,2.451999903,3.381000042,1.797000051,25.88800049,31.83200073,7.539000034,28.95000076,5.789999962,3.753000021,0,28.55450058
2016-7-2 19:00,10.11400032,4.354000092,6.644999981,1.812000036,3.107000113,1.735999942,27.85700035,32.25099945,8.293000221,27.8239994,5.978000164,3.753000021,1.225999951,28.77449989
2016-7-2 20:00,9.979999542,4.152999878,6.573999882,1.953999996,3.411000013,1.76699996,27.29500008,31.91600037,7.539000034,27.42200089,5.388000011,5.043000221,1.236999989,29.6534996
2016-7-2 21:00,9.31000042,4.21999979,6.005000114,2.131999969,3.229000092,1.85800004,22.22999954,31.32900047,8.376999855,28.68199921,6.593999863,3.604000092,0,29.21349907
2016-7-2 22:00,9.444000244,4.622000217,6.965000153,2.167999983,2.954999924,1.85800004,21.94799995,36.10400009,9.550000191,32.51499939,7.157000065,4.882999897,1.588999987,27.89550018
2016-7-2 23:00,9.444000244,4.287000179,6.822999954,2.559000015,2.588999987,1.735999942,27.29500008,36.02000046,10.05200005,32.56900024,7.907999992,3.433000088,0,27.23649979
2016-7-3 00:00,10.38199997,5.425000191,7.604000092,2.309999943,2.954999924,1.674999952,29.33499908,36.35499954,9.968000412,32.51499939,7.827000141,3.433000088,0,27.67550087
2016-7-3 01:00,9.779000282,5.223999977,6.71600008,2.842999935,2.650000095,1.674999952,26.02799988,35.18299866,12.06299973,31.38999939,9.784000397,3.433000088,1.322000027,28.55450058
2016-7-3 02:00,10.38199997,4.68900013,7.320000172,2.203000069,2.984999895,1.85800004,24.34000015,36.85800171,11.22500038,32.67599869,8.791999817,3.433000088,1.236999989,28.55450058
2016-7-3 03:00,9.779000282,4.152999878,6.822999954,1.99000001,2.528000116,1.674999952,26.45000076,35.18299866,10.47099972,32.06000137,8.524000168,3.433000088,0,28.55450058
2016-7-3 04:00,10.71700001,4.756000042,7.355999947,2.806999922,2.650000095,1.797000051,25.95800018,32.16699982,8.87899971,28.70899963,6.915999889,3.433000088,0,28.1154995
2016-7-3 05:00,10.31499958,4.68900013,7.390999794,2.451999903,2.924000025,1.85800004,24.05900002,34.00999832,10.13599968,30.45100021,8.282999992,3.433000088,0,28.1154995
2016-7-3 06:00,12.59200001,5.223999977,8.670999527,2.203000069,3.71600008,1.949000001,25.32500076,34.17699814,10.22000027,32.30099869,8.899999619,1.98300004,0,27.89550018
2016-7-3 07:00,11.11900043,4.622000217,7.888999939,2.842999935,3.625,1.91900003,23.63699913,32.75299835,8.963000298,29.59399986,7.077000141,3.155999899,0,27.67550087
2016-7-3 08:00,10.64999962,4.421000004,7.035999775,2.025000095,3.594000101,1.91900003,26.37999916,32.41799927,8.87899971,29.40600014,7.130000114,3.155999899,0,27.23649979
2016-7-3 09:00,10.04699993,4.21999979,6.43200016,1.669999957,3.686000109,1.949000001,27.36499977,29.56999969,10.72200012,27.34199905,9.569999695,3.155999899,0,28.1154995
2016-7-3 10:00,11.72099972,5.090000153,7.888999939,2.559000015,3.563999891,1.85800004,28.06800079,34.51200104,12.06299973,30.98699951,9.998999596,3.155999899,0,28.77400017
2016-7-3 11:00,12.12300014,5.357999802,8.065999985,2.486999989,4.081999779,1.91900003,29.47500038,33.5909996,11.3920002,29.96899986,9.328000069,3.155999899,0,29.6534996
2016-7-3 12:00,9.979999542,5.022999763,6.857999802,2.559000015,3.289999962,1.85800004,26.80200005,35.51800156,12.81599998,32.03300095,10.72200012,3.155999899,0,31.41150093
2016-7-3 13:00,9.243000031,4.956999779,6.289999962,2.630000114,3.137000084,1.888000011,29.96800041,35.68500137,13.15200043,33.13199997,11.0710001,3.155999899,0,31.41150093
2016-7-3 14:00,10.18099976,5.425000191,7.177999973,3.019999981,3.075999975,1.888000011,30.38999939,33.84199905,12.48099995,30.61199951,10.40100002,3.01699996,0,31.41150093
2016-7-3 15:00,9.645000458,5.425000191,7.106999874,2.664999962,3.015000105,1.827999949,31.16399956,32.66999817,12.31400013,29.86199951,10.29300022,3.01699996,0,31.41150093
2016-7-3 16:00,9.779000282,4.889999866,6.502999783,2.984999895,3.075999975,2.00999999,29.75699997,34.09400177,12.31400013,31.06800079,10.29300022,3.01699996,0,32.50999832
2016-7-3 17:00,11.11900043,5.157000065,7.320000172,2.914000034,3.806999922,1.980000019,32.28900146,40.45999908,14.32400036,36.88499832,11.84799957,3.01699996,0,32.72949982
2016-7-3 18:00,11.05200005,4.956999779,7.390999794,2.523000002,3.686000109,1.980000019,31.93799973,40.29199982,13.65400028,37.04600143,11.5,3.01699996,0,32.94900131
2016-7-3 19:00,10.7840004,4.889999866,7.214000225,2.486999989,3.594000101,1.888000011,28.56100082,35.60100174,11.3920002,32.72999954,9.354999542,2.516000032,0,32.94900131
2016-7-3 20:00,11.18599987,4.889999866,7.177999973,2.345000029,3.960000038,1.91900003,21.52599907,37.36100006,11.64400005,34.09700012,9.48900032,3.923000097,0,31.85050011
2016-7-3 21:00,10.44900036,4.889999866,6.610000134,2.309999943,3.806999922,2.040999889,22.22999954,38.2820015,12.7329998,35.0890007,10.5880003,3.923000097,0,30.75200081
2016-7-3 22:00,9.578000069,5.760000229,6.787000179,3.127000093,3.259000063,1.888000011,19.41600037,38.19800186,13.06799984,34.36500168,10.56099987,3.923000097,1.246999979,29.87299919
2016-7-3 23:00,9.31000042,5.760000229,6.610000134,3.055999994,3.167999983,1.888000011,18.5720005,37.52799988,12.64900017,33.99000168,10.40100002,3.421999931,0,29.43350029
2016-7-4 00:00,9.913000107,5.894000053,6.254000187,2.630000114,3.015000105,1.85800004,21.66699982,36.43899918,13.15200043,33.99000168,10.98999977,3.325999975,0,28.99399948
2016-7-4 01:00,8.975000381,4.956999779,6.289999962,2.664999962,2.862999916,1.827999949,25.5359993,37.36100006,13.56999969,35.4640007,11.98200035,2.099999905,0,28.33499908
2016-7-4 02:00,8.640000343,4.822999954,6.147999763,2.594000101,2.924000025,1.827999949,27.85700035,31.24500084,10.22000027,29.35199928,8.819000244,1.940000057,0,28.77449989
2016-7-4 03:00,9.175999641,5.492000103,5.578999996,2.381000042,2.862999916,1.85800004,27.9279995,34.68000031,12.7329998,32.38100052,11.1239996,1.940000057,0,28.55500031
2016-7-4 04:00,9.109000206,4.822999954,5.650000095,2.523000002,2.772000074,1.797000051,24.62100029,31.16200066,11.56000042,29.13800049,9.595999718,1.91900003,0,28.55500031
2016-7-4 05:00,9.845999718,5.559000015,5.96999979,2.948999882,3.107000113,1.888000011,23.84799957,33.34000015,12.56499958,30.53199959,10.6420002,3.187999964,0,28.33499908
2016-7-4 06:00,11.5880003,5.425000191,7.390999794,2.806999922,3.806999922,1.980000019,23.0739994,38.19800186,13.82199955,34.71300125,11.66100025,3.187999964,0,27.89550018
2016-7-4 07:00,11.78800011,6.09499979,7.214000225,2.984999895,3.898999929,2.040999889,22.51099968,37.77899933,13.65400028,34.41899872,11.47299957,3.209000111,0,27.6760006
2016-7-4 08:00,10.58300018,5.960999966,7.143000126,2.914000034,3.654999971,2.071000099,21.66699982,33.84199905,9.465999603,31.63100052,8.203000069,1.962000012,0,27.89550018
2016-7-4 09:00,11.5880003,6.296000004,7.568999767,3.055999994,3.471999884,2.00999999,25.39500046,35.93600082,11.47599983,34.01599884,9.890999794,1.962000012,0,28.99399948
2016-7-4 10:00,11.92199993,6.229000092,7.710999966,3.055999994,3.746000051,1.949000001,25.18400002,35.01499939,10.05200005,32.89099884,8.416999817,1.962000012,0,30.9715004
2016-7-4 11:00,12.32400036,5.559000015,8.421999931,3.233999968,4.203000069,1.980000019,29.54599953,38.2820015,12.64900017,36.02700043,10.72200012,1.962000012,0,32.5094986
2016-7-4 12:00,10.38199997,5.894000053,6.857999802,2.630000114,3.563999891,1.949000001,29.47500038,41.9679985,13.65400028,39.67300034,11.74100018,1.962000012,0,35.14649963
2016-7-4 13:00,10.04699993,5.425000191,6.751999855,3.019999981,3.319999933,1.949000001,29.26399994,40.45999908,13.48700047,38.49300003,11.57999992,1.962000012,0,36.46500015
2016-7-4 14:00,10.51599979,6.027999878,7.106999874,3.375999928,3.137000084,1.91900003,30.95299911,38.78499985,13.06799984,36.75099945,11.17800045,1.962000012,0,37.78350067
2016-7-4 15:00,10.71700001,6.09499979,6.787000179,3.019999981,3.167999983,2.00999999,31.72599983,39.79000092,12.39799976,37.82300186,10.61499977,1.962000012,0,37.34349823
2016-7-4 16:00,9.979999542,5.022999763,6.502999783,2.559000015,3.441999912,2.040999889,33.13299942,38.86800003,12.48099995,36.77700043,10.48099995,1.962000012,0,36.90449905
2016-7-4 17:00,11.31999969,5.090000153,7.355999947,2.451999903,3.868000031,2.040999889,28.9829998,39.62200165,12.39799976,36.93799973,10.2130003,1.962000012,0,33.82799911
2016-7-4 18:00,11.38700008,4.956999779,7.355999947,2.451999903,4.295000076,2.193000078,28.9829998,43.97800064,13.48700047,40.28900146,10.77600002,3.187999964,0,32.94900131
2016-7-4 19:00,9.376999855,3.88499999,6.894000053,2.239000082,2.467000008,1.187999964,31.72599983,37.44400024,9.968000412,34.98199844,7.747000217,3.187999964,0,33.16899872
2016-7-4 20:00,10.11400032,4.085999966,7.143000126,2.239000082,2.954999924,1.462000012,25.18400002,40.29199982,11.97900009,36.02700043,9.11400032,4.370999813,1.31099999,32.72949982
2016-7-4 21:00,10.38199997,4.822999954,6.894000053,2.309999943,3.503000021,2.00999999,30.53100014,41.38100052,12.31400013,38.6269989,10.07900047,3.092000008,0,32.07049942
2016-7-4 22:00,9.645000458,4.889999866,6.610000134,1.91900003,3.259000063,1.91900003,27.64599991,36.52299881,9.800999641,33.2120018,7.69299984,4.455999851,0,31.63100052
2016-7-4 23:00,12.72599983,6.497000217,9.345999718,3.482000113,3.167999983,1.980000019,25.4659996,37.02500153,10.80599976,33.07799911,8.604999542,4.446000099,1.246999979,31.63100052
2016-7-5 00:00,11.98900032,5.625999928,8.777000427,2.948999882,3.197999954,1.980000019,25.95800018,35.51800156,10.22000027,32.30099869,8.444000244,3.209000111,0,31.41150093
2016-7-5 01:00,12.52499962,6.296000004,8.954999924,3.163000107,3.137000084,2.00999999,25.95800018,34.42900085,9.465999603,31.09499931,7.479000092,3.209000111,0,30.9715004
2016-7-5 02:00,12.32400036,6.296000004,8.812999725,3.375999928,2.984999895,1.91900003,26.02799988,35.60100174,10.38700008,32.19400024,8.550999641,3.220000029,0,30.53249931
2016-7-5 03:00,10.71700001,5.425000191,8.065999985,2.878000021,2.832999945,1.85800004,28.91300011,37.02500153,11.64400005,34.28499985,9.729999542,3.220000029,0,28.99399948
2016-7-5 04:00,11.31999969,5.625999928,7.676000118,2.630000114,3.046000004,1.888000011,30.45999908,33.50699997,9.717000008,30.82699966,7.960999966,2.984999895,0,28.77449989
2016-7-5 05:00,10.85099983,4.68900013,6.822999954,1.883000016,3.319999933,2.040999889,31.375,35.60100174,10.22000027,32.54199982,8.444000244,2.984999895,0,29.43350029
2016-7-5 06:00,13.32900047,5.425000191,8.883999825,2.736000061,4.081999779,1.949000001,32.7820015,39.5379982,12.31400013,36.18799973,10.18599987,2.974999905,0,30.09250069
2016-7-5 07:00,11.45400047,5.223999977,7.853000164,2.772000074,3.654999971,2.00999999,31.72599983,37.9469986,12.06299973,35.57099915,10.02499962,2.974999905,0,31.19149971
2016-7-5 08:00,11.05200005,5.960999966,7.461999893,3.127000093,3.563999891,2.101999998,30.31999969,36.35499954,9.968000412,33.40000153,7.960999966,2.974999905,0,31.63100052
2016-7-5 09:00,10.98499966,6.027999878,7.532999992,2.700999975,3.411000013,2.040999889,30.45999908,36.77399826,11.47599983,34.9280014,9.756999969,2.974999905,0,31.63100052
2016-7-5 10:00,12.79300022,5.960999966,8.56400013,3.447000027,3.838000059,2.163000107,32.92200089,38.11399841,11.3920002,36.10699844,9.729999542,2.974999905,0,33.38899994
2016-7-5 11:00,13.39599991,6.429999828,8.741999626,3.482000113,4.598999977,2.253999949,31.09300041,41.88399887,13.40299988,39.75299835,11.47299957,1.715999961,0,34.48749924
2016-7-5 12:00,11.25300026,5.425000191,7.676000118,2.736000061,3.594000101,2.00999999,25.67700005,42.13499832,13.56999969,40.50299835,11.66100025,1.715999961,0,34.04750061
2016-7-5 13:00,9.913000107,4.554999828,6.681000233,2.309999943,3.319999933,1.91900003,27.15399933,41.7159996,13.06799984,39.18999863,10.96399975,2.943000078,0,32.07049942
2016-7-5 14:00,10.18099976,5.357999802,7.320000172,2.486999989,3.319999933,2.071000099,28.77199936,39.37099838,11.56000042,36.24100113,9.48900032,2.943000078,0,30.9715004
2016-7-5 15:00,10.85099983,5.223999977,7.249000072,2.415999889,3.319999933,1.949000001,30.60099983,42.88899994,14.15699959,40.07500076,11.90200043,2.943000078,0,30.75200081
2016-7-5 16:00,10.04699993,5.022999763,6.894000053,2.736000061,3.167999983,2.253999949,32.00799942,39.11999893,12.81599998,36.24100113,10.66899967,2.943000078,0,31.85050011
2016-7-5 17:00,11.92199993,5.425000191,7.923999786,2.878000021,4.386000156,2.101999998,33.13299942,39.20299911,12.48099995,35.6780014,10.07900047,2.943000078,0,32.94900131
2016-7-5 18:00,11.45400047,4.956999779,7.461999893,2.345000029,3.99000001,2.040999889,31.51499939,40.54399872,13.31900024,36.75099945,10.82999992,4.210999966,0,33.60850143
2016-7-5 19:00,10.85099983,4.68900013,7.071000099,2.345000029,3.806999922,1.949000001,31.02300072,34.76399994,9.633000374,31.54999924,7.532000065,2.996000051,0,33.38899994
2016-7-5 20:00,11.18599987,4.622000217,7.284999847,2.203000069,3.898999929,1.888000011,31.44499969,37.19300079,11.72799969,33.07799911,9.515999794,4.254000187,1.246999979,33.38899994
2016-7-5 21:00,10.64999962,4.68900013,6.894000053,2.167999983,3.806999922,2.00999999,31.72599983,39.28699875,12.39799976,35.11600113,9.864999771,4.190000057,1.31099999,33.38899994
2016-7-5 22:00,9.979999542,4.354000092,6.644999981,1.91900003,3.563999891,1.980000019,30.95299911,36.35499954,11.81099987,33.9090004,9.890999794,2.974999905,0,33.16899872
2016-7-5 23:00,11.85499954,5.760000229,7.81799984,2.700999975,3.259000063,1.949000001,30.45999908,40.04100037,12.39799976,37.25999832,10.42700005,2.974999905,0,33.16899872
2016-7-6 00:00,10.38199997,5.090000153,6.467000008,2.842999935,3.015000105,1.827999949,28.91300011,37.44400024,11.47599983,34.44499969,9.43599987,2.974999905,0,33.16899872
2016-7-6 01:00,10.71700001,5.425000191,7.498000145,2.309999943,2.832999945,1.91900003,30.38999939,40.20899963,12.56499958,36.13399887,9.918000221,4.190000057,1.269000053,33.16899872
2016-7-6 02:00,10.85099983,5.357999802,7.81799984,2.878000021,2.832999945,1.85800004,31.51499939,38.44900131,11.97900009,35.54399872,9.918000221,2.815000057,0,32.94950104
2016-7-6 03:00,9.779000282,5.157000065,5.96999979,2.345000029,3.167999983,2.131999969,31.23399925,37.36100006,11.89500046,34.41899872,9.729999542,2.707999945,0,32.94950104
2016-7-6 04:00,9.376999855,4.487999916,6.254000187,2.273999929,3.015000105,2.040999889,30.53100014,38.78499985,11.89500046,34.76699829,9.595999718,2.707999945,0,32.72949982
2016-7-6 05:00,11.38700008,5.559000015,7.853000164,2.842999935,3.259000063,2.345000029,30.10899925,37.10900116,11.56000042,34.98199844,9.890999794,2.772000074,0,32.72949982
2016-7-6 06:00,11.85499954,4.487999916,8.208999634,2.096999884,3.868000031,1.85800004,30.31999969,39.5379982,12.39799976,35.40999985,9.81099987,3.986999989,1.215000033,32.72949982
2016-7-6 07:00,12.52499962,6.162000179,9.131999969,3.625,3.532999992,1.888000011,29.61599922,39.70600128,13.06799984,37.18000031,10.88300037,2.772000074,0,32.50999832
2016-7-6 08:00,12.72599983,6.362999916,9.345999718,3.375999928,3.71600008,1.980000019,30.53100014,36.43899918,10.72200012,32.8370018,8.524000168,2.772000074,0,32.29000092
2016-7-6 09:00,11.11900043,4.756000042,7.177999973,2.131999969,3.349999905,1.980000019,32.99300003,40.29199982,14.74300003,38.2519989,12.81299973,2.772000074,0,32.5094986
2016-7-6 10:00,11.78800011,4.889999866,8.031000137,2.451999903,3.563999891,1.85800004,30.24900055,35.76900101,11.22500038,32.32799911,9.248000145,2.772000074,0,32.72949982
2016-7-6 11:00,13.12800026,4.956999779,8.670999527,2.772000074,3.99000001,1.91900003,30.24900055,36.68999863,9.800999641,33.23899841,7.907999992,2.74000001,0,33.38850021
2016-7-6 12:00,10.58300018,4.756000042,7,2.061000109,2.954999924,1.644999981,30.67099953,36.60699844,10.97399998,34.25799942,9.381999969,2.74000001,0,34.48749924
2016-7-6 13:00,10.31499958,5.290999889,7.498000145,2.345000029,3.046000004,1.70599997,31.58600044,39.20299911,11.3920002,36.64300156,9.461999893,2.74000001,0,34.92649841
2016-7-6 14:00,9.444000244,5.022999763,6.965000153,2.203000069,2.650000095,1.644999981,31.93799973,38.61700058,10.72200012,35.59799957,8.604999542,2.74000001,0,35.36650085
2016-7-6 15:00,10.44900036,4.21999979,7,2.381000042,2.710999966,1.583999991,28.9829998,43.30799866,13.90499973,41.20000076,11.52600002,2.74000001,0,36.24549866
2016-7-6 16:00,9.845999718,4.085999966,7.071000099,1.91900003,2.710999966,1.552999973,27.71699905,46.57500076,15.1619997,43.02299881,12.35700035,2.74000001,0,33.82799911
2016-7-6 17:00,10.98499966,4.756000042,7.639999866,2.630000114,3.289999962,1.644999981,30.67099953,46.49100113,14.07299995,43.74700165,11.60700035,2.516000032,0,33.38850021
2016-7-6 18:00,10.71700001,4.287000179,7.320000172,2.096999884,3.319999933,1.644999981,24.34000015,48.33399963,14.24100018,43.72000122,10.98999977,3.785000086,1.246999979,33.82799911
2016-7-6 19:00,9.175999641,3.549999952,6.005000114,1.56400001,3.107000113,1.613999963,29.68600082,42.97299957,10.80599976,38.57300186,8.095000267,3.698999882,1.406999946,34.26750183
2016-7-6 20:00,9.645000458,4.152999878,6.254000187,1.457000017,3.411000013,1.735999942,30.24900055,46.90999985,13.06799984,42.24599838,9.890999794,3.816999912,1.279000044,32.94900131
2016-7-6 21:00,8.505999565,2.880000114,5.436999798,0.745999992,3.532999992,1.827999949,29.96800041,46.74300003,14.24100018,44.04199982,11.71399975,2.911000013,0,32.29000092
2016-7-6 22:00,10.51599979,3.348999977,7.106999874,1.279000044,3.259000063,1.644999981,29.54599953,43.81100082,12.89999962,39.13600159,9.81099987,4.125999928,1.258000016,32.94900131
2016-7-6 23:00,13.39599991,4.68900013,10.23400021,2.381000042,3.259000063,1.674999952,28.49099922,43.72700119,13.06799984,39.83300018,10.3739996,3.934000015,0,33.16899872
2016-7-7 00:00,12.59200001,5.157000065,9.204000473,2.309999943,2.772000074,1.613999963,28.56100082,40.04100037,11.97900009,37.01900101,9.704000473,3.934000015,0,33.60850143
2016-7-7 01:00,14.19999981,6.229000092,11.19400024,3.447000027,2.559000015,1.552999973,28.77199936,40.71099854,11.97900009,37.28699875,9.381999969,3.816999912,0,33.60850143
2016-7-7 02:00,12.59200001,6.229000092,10.9090004,3.696000099,2.528000116,1.523000002,27.71699905,41.2140007,12.22999954,38.01100159,9.918000221,2.270999908,0,33.60850143
2016-7-7 03:00,14.2670002,6.362999916,11.12199974,3.872999907,2.832999945,1.674999952,28.13899994,41.38100052,12.48099995,37.76900101,9.864999771,3.645999908,0,32.94950104
2016-7-7 04:00,12.59200001,5.090000153,9.204000473,2.772000074,2.680000067,1.827999949,27.36499977,39.11999893,11.64400005,36.29499817,9.515999794,3.645999908,0,32.94950104
2016-7-7 05:00,13.73099995,5.625999928,10.66100025,2.984999895,3.229000092,1.76699996,26.73200035,39.11999893,11.14099979,36.96500015,9.194000244,2.430999994,0,32.94950104
2016-7-7 06:00,15.13700008,5.760000229,11.22900009,2.948999882,3.319999933,1.644999981,26.37999916,42.80500031,12.7329998,40.31600189,10.56099987,2.430999994,0,33.16899872
2016-7-7 07:00,14.2670002,5.960999966,10.80300045,3.197999954,3.381000042,1.797000051,25.39500046,42.3030014,12.81599998,39.29700089,10.42700005,2.430999994,0,33.16899872
